distri	refdistribuidora	codiprovincia	tarname	tipocambio	tipopunto	nprocessos	ontime	late	verylate	ontimeaddedtime	lateaddedtime	verylateaddedtime	ontimeissues	lateissues	verylateissues	nomprovincia	nomdistribuidora	casos	bool
2272	R1-091	17	2.0A	C3	5	2	0	0	2	0.0	0.0	993.0	0	0	0	Girona	ELECTRA AVELLANA, S.L.	13806,15528	True
2273	R1-299	04	2.0A	C3	5	1	0	0	1	0.0	0.0	30.0	0	0	0	Almería	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44170	True
2273	R1-299	07	2.0A	C3	5	35	2	16	17	4.0	173.0	2876.0	0	0	0	Balears, Illes	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	332,446,3529,39692,40938,41876,43055,43508,43873,44250,44283,44322,44509,44534,44541,44625,44692,44932,44953,44980,45003,45084,45120,45360,45370,45386,45406,45413,45460,45475,45476,45482,45521,45942,46011	True
2273	R1-299	07	2.0DHA	C3	5	1	1	0	0	2.0	0.0	0.0	0	0	0	Balears, Illes	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	46083	True
2273	R1-299	07	2.1A	C3	5	1	0	1	0	0.0	8.0	0.0	0	0	0	Balears, Illes	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	45417	True
2273	R1-299	08	2.0A	C3	5	319	68	80	171	136.0	809.0	48925.0	0	0	0	Barcelona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	274,291,311,364,383,384,390,396,400,408,410,411,437,439,449,456,476,480,484,508,537,543,553,558,577,579,580,598,602,607,620,639,662,663,690,703,706,726,747,754,756,761,781,785,822,1665,3672,3763,6752,6764,9099,9252,9291,9486,11796,13257,14277,15900,16006,19202,26806,28821,30920,31935,33543,36928,36944,42807,43076,43118,43119,43149,43153,43188,43195,43202,43464,43479,43487,43511,43515,43526,43534,43548,43549,43556,43590,43593,43780,43783,43794,43807,43809,43811,43825,43826,43827,43829,43830,43832,43839,43899,43900,43906,43909,43911,43936,43944,43962,43981,43982,44129,44141,44156,44163,44167,44181,44190,44191,44192,44199,44200,44208,44224,44229,44230,44231,44245,44280,44284,44290,44298,44300,44304,44309,44353,44480,44489,44492,44493,44494,44502,44507,44510,44520,44537,44539,44544,44551,44552,44555,44558,44562,44569,44570,44576,44580,44582,44589,44615,44617,44623,44635,44641,44645,44656,44664,44675,44680,44688,44690,44926,44927,44934,44940,44944,44954,44967,44971,44981,44982,44983,44999,45001,45010,45029,45037,45053,45056,45072,45085,45108,45136,45348,45350,45351,45353,45354,45362,45364,45375,45377,45379,45380,45383,45385,45387,45388,45393,45394,45396,45403,45404,45407,45408,45410,45416,45418,45420,45421,45423,45427,45429,45431,45432,45433,45438,45444,45449,45450,45454,45457,45463,45464,45471,45474,45478,45483,45485,45490,45492,45493,45494,45495,45497,45498,45500,45502,45503,45504,45524,45908,45909,45911,45913,45920,45929,45932,45934,45936,45938,45940,45946,45948,45951,45953,45955,45956,45957,45958,45959,45960,45963,45966,45972,45974,45977,45979,45980,45981,45985,45986,45987,45989,45992,45994,45995,45996,45998,46006,46013,46016,46023,46025,46033,46035,46038,46041,46042,46046,46051,46059,46062,46063,46064,46068,46070,46072,46073,46076,46077,46079,46081,46088,46089,46094,46098,46100,46108	True
2273	R1-299	08	2.0A	C4	5	2	1	0	1	2.0	0.0	666.0	0	0	0	Barcelona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	4379,45591	True
2273	R1-299	08	2.0DHA	C3	5	14	5	1	8	10.0	8.0	2911.0	0	0	0	Barcelona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	293,309,329,21547,43100,43806,43864,44274,45451,45919,45925,45964,46007,46053	True
2273	R1-299	08	2.1A	C3	5	12	0	3	9	0.0	39.0	4598.0	0	0	0	Barcelona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	386,409,424,425,655,12953,43484,43530,44687,44986,45093,45356	True
2273	R1-299	08	2.1DHA	C3	5	6	0	3	3	0.0	32.0	2356.0	0	0	0	Barcelona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	398,570,696,45005,45352,45430	True
2273	R1-299	08	3.0A	C3	4	5	3	1	1	6.0	16.0	483.0	0	0	0	Barcelona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	15269,44928,45939,45968,45969	True
2273	R1-299	11	2.0A	C3	5	4	1	0	3	2.0	0.0	69.0	0	0	0	Cádiz	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44608,44609,44643,46056	True
2273	R1-299	17	2.0A	C3	5	49	11	14	24	22.0	189.0	6164.0	0	0	0	Girona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	334,778,6983,8069,8404,9170,9479,9526,10499,43085,43166,43834,43841,43842,44165,44196,44247,44256,44271,44328,44546,44547,44588,44593,44943,44979,44987,45016,45019,45039,45041,45054,45074,45133,45372,45402,45435,45466,45906,45941,45943,45970,45999,46024,46032,46037,46044,46065,46086	True
2273	R1-299	17	2.0A	C4	5	1	0	0	1	0.0	0.0	41.0	0	0	0	Girona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	43777	True
2273	R1-299	17	2.0DHA	C3	5	7	1	3	3	2.0	48.0	1405.0	0	0	0	Girona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	438,8477,44673,44977,45008,45046,46084	True
2273	R1-299	17	2.1A	C3	5	5	0	3	2	0.0	40.0	1018.0	0	0	0	Girona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	401,31948,44925,45047,45391	True
2273	R1-299	17	2.1DHA	C3	5	1	0	1	0	0.0	8.0	0.0	0	0	0	Girona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	45361	True
2273	R1-299	18	2.0A	C3	5	6	3	2	1	6.0	32.0	44.0	0	0	0	Granada	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	43475,44956,45042,45928,45930,46048	True
2273	R1-299	18	2.0DHA	C3	5	1	0	1	0	0.0	16.0	0.0	0	0	0	Granada	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44931	True
2273	R1-299	21	2.0A	C3	5	1	0	0	1	0.0	0.0	464.0	0	0	0	Huelva	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	15946	True
2273	R1-299	22	2.0A	C3	5	1	1	0	0	2.0	0.0	0.0	0	0	0	Huesca	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	45916	True
2273	R1-299	25	2.0A	C3	5	20	2	9	9	4.0	101.0	3169.0	0	0	0	Lleida	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	646,650,677,5218,43502,43770,43850,43866,44652,44946,44960,45006,45135,45371,45428,45443,45477,45496,45570,46087	True
2273	R1-299	25	2.0DHA	C3	5	4	1	2	1	2.0	32.0	23.0	0	0	0	Lleida	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44654,45014,45023,45973	True
2273	R1-299	25	2.1A	C3	5	1	0	0	1	0.0	0.0	30.0	0	0	0	Lleida	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44187	True
2273	R1-299	25	2.1DHA	C3	5	1	0	1	0	0.0	16.0	0.0	0	0	0	Lleida	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	45015	True
2273	R1-299	25	3.0A	C3	4	1	0	0	1	0.0	0.0	153.0	0	0	0	Lleida	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	36763	True
2273	R1-299	25	3.1A	C3	4	1	0	0	1	0.0	0.0	488.0	0	0	0	Lleida	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	15051	True
2273	R1-299	25	3.1A	C3	5	2	0	0	2	0.0	0.0	962.0	0	0	0	Lleida	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	15316,15317	True
2273	R1-299	29	2.0A	C3	5	3	0	1	2	0.0	8.0	829.0	0	0	0	Málaga	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	468,43845,45489	True
2273	R1-299	29	2.0DHA	C3	5	2	1	0	1	2.0	0.0	23.0	0	0	0	Málaga	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44516,46055	True
2273	R1-299	29	2.1A	C3	5	1	1	0	0	2.0	0.0	0.0	0	0	0	Málaga	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	46019	True
2273	R1-299	41	2.0A	C3	5	11	3	3	5	10.0	24.0	150.0	0	0	0	Sevilla	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	43796,43812,44233,44638,44683,45349,45415,45422,45543,45976,46036	True
2273	R1-299	42	2.0A	C3	5	3	0	0	3	0.0	0.0	864.0	0	0	0	Soria	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	23614,26646,33424	True
2273	R1-299	43	2.0A	C3	5	19	5	3	11	10.0	40.0	4882.0	0	0	0	Tarragona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	399,414,545,552,724,13487,27169,43836,43974,44204,44241,44924,45083,45369,45922,46018,46026,46027,46043	True
2273	R1-299	43	2.0DHA	C3	5	3	2	0	1	4.0	0.0	37.0	0	0	0	Tarragona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	43828,45954,46078	True
2273	R1-299	44	2.0A	C3	5	4	2	0	2	4.0	0.0	151.0	0	0	0	Teruel	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	41047,42467,45917,46005	True
2273	R1-299	50	2.0A	C3	5	24	5	4	15	10.0	40.0	4601.0	0	0	0	Zaragoza	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	1502,2712,21638,21642,22080,24500,25536,26068,33421,33423,35208,37011,37018,38859,43817,45058,45411,45455,45479,45924,45983,45990,46002,46085	True
2280	R1-001	01	2.0A	C3	5	2	0	0	2	0.0	0.0	613.0	0	0	0	Araba	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	8442,44577	True
2280	R1-001	01	3.0A	C3	3	1	0	0	1	0.0	0.0	429.0	0	0	0	Araba	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	17915	True
2280	R1-001	02	2.0A	C3	5	1	1	0	0	2.0	0.0	0.0	0	0	0	Albacete	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	45949	True
2280	R1-001	02	3.0A	C3	3	1	0	0	1	0.0	0.0	338.0	0	0	0	Albacete	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	24358	True
2280	R1-001	03	2.0A	C3	5	13	6	4	3	12.0	32.0	1075.0	0	0	0	Alacant	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	4322,21514,44519,45359,45465,45472,45473,45921,45933,45984,46040,46057,46099	True
2280	R1-001	03	2.0DHA	C3	5	2	1	1	0	2.0	16.0	0.0	0	0	0	Alacant	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44937,45931	True
2280	R1-001	03	3.0A	C3	4	4	0	0	4	0.0	0.0	2489.0	0	0	0	Alacant	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	3607,4340,5720,14834	True
2280	R1-001	05	3.0A	C3	4	1	0	0	1	0.0	0.0	492.0	0	0	0	Avila	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	14872	True
2280	R1-001	09	2.0A	C3	5	4	1	2	1	2.0	16.0	23.0	0	0	0	Burgos	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44523,45374,45426,46060	True
2280	R1-001	10	2.0A	C3	5	2	2	0	0	4.0	0.0	0.0	0	0	0	Cáceres	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	45962,46067	True
2280	R1-001	10	3.0A	C3	4	1	0	0	1	0.0	0.0	373.0	0	0	0	Cáceres	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	22083	True
2280	R1-001	12	2.0A	C3	5	4	0	2	2	0.0	24.0	534.0	0	0	0	Castelló	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	14109,44603,45064,45441	True
2280	R1-001	12	3.0A	C3	4	1	0	0	1	0.0	0.0	519.0	0	0	0	Castelló	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	13686	True
2280	R1-001	16	2.0A	C3	5	1	1	0	0	2.0	0.0	0.0	0	0	0	Cuenca	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	46021	True
2280	R1-001	19	2.0A	C3	5	1	0	0	1	0.0	0.0	666.0	0	0	0	Guadalajara	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	4412	True
2280	R1-001	24	2.0A	C3	5	1	0	0	1	0.0	0.0	680.0	0	0	0	León	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	3764	True
2280	R1-001	26	2.0A	C3	5	3	0	1	2	0.0	8.0	304.0	0	0	0	La Rioja	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	28084,44657,45434	True
2280	R1-001	26	3.0A	C3	3	1	0	0	1	0.0	0.0	511.0	0	0	0	La Rioja	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	14133	True
2280	R1-001	28	2.0A	C3	5	38	5	15	18	10.0	184.0	1964.0	0	0	0	Madrid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	1015,1835,43103,43443,43470,44169,44175,44215,44238,44314,44521,44528,44530,44571,44651,44670,44696,44741,44938,44947,44996,44997,45007,45012,45052,45070,45398,45401,45405,45419,45469,45484,45491,45923,45961,45988,46066,46092	True
2280	R1-001	28	2.0A	C4	5	2	2	0	0	2.0	0.0	0.0	0	0	0	Madrid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	45592,46349	True
2280	R1-001	28	2.1A	C3	5	1	1	0	0	2.0	0.0	0.0	0	0	0	Madrid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	46090	True
2280	R1-001	28	3.0A	C3	4	4	1	0	3	0.0	0.0	1448.0	0	0	0	Madrid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	8451,17945,17947,46333	True
2280	R1-001	30	2.0A	C3	5	3	2	1	0	4.0	16.0	0.0	0	0	0	Murcia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	45031,46030,46058	True
2280	R1-001	30	2.0DHA	C3	5	2	0	0	2	0.0	0.0	46.0	0	0	0	Murcia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44527,44678	True
2280	R1-001	30	3.0A	C3	4	1	0	1	0	0.0	16.0	0.0	0	0	0	Murcia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44993	True
2280	R1-001	31	2.0A	C3	5	9	1	5	3	2.0	48.0	454.0	0	0	0	Navarra	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	19836,44205,44531,45024,45363,45367,45440,45458,46000	True
2280	R1-001	31	2.0A	C4	5	1	1	0	0	0.0	0.0	0.0	0	0	0	Navarra	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	46150	True
2280	R1-001	31	2.0DHA	C3	5	1	0	1	0	0.0	16.0	0.0	0	0	0	Navarra	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44963	True
2280	R1-001	31	3.0A	C3	4	8	0	0	8	0.0	0.0	4302.0	0	0	0	Navarra	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	3692,3694,4309,13376,15411,18606,18608,19719	True
2280	R1-001	34	2.0A	C3	5	1	1	0	0	2.0	0.0	0.0	0	0	0	Palencia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	46031	True
2280	R1-001	37	2.0A	C3	5	1	1	0	0	2.0	0.0	0.0	0	0	0	Salamanca	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	45993	True
2280	R1-001	42	2.0A	C3	5	1	1	0	0	0.0	0.0	0.0	0	0	0	Soria	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	46149	True
2280	R1-001	45	2.0A	C3	5	1	1	0	0	2.0	0.0	0.0	0	0	0	Toledo	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	45573	True
2280	R1-001	45	3.0A	C3	4	1	0	0	1	0.0	0.0	506.0	0	0	0	Toledo	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	14293	True
2280	R1-001	46	2.0A	C3	5	32	9	10	13	18.0	120.0	3252.0	0	0	0	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	1790,3279,5206,12565,26885,41082,43056,43135,43879,44240,44272,44598,44611,44948,44974,44985,45002,45038,45381,45384,45459,45488,45499,45944,45947,46010,46039,46045,46075,46093,46095,46104	True
2280	R1-001	46	2.0A	C4	5	1	1	0	0	2.0	0.0	0.0	0	0	0	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	45593	True
2280	R1-001	46	2.0DHA	C3	5	3	2	0	1	4.0	0.0	750.0	0	0	0	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	1403,46008,46009	True
2280	R1-001	46	2.1A	C3	5	1	0	0	1	0.0	0.0	37.0	0	0	0	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	43888	True
2280	R1-001	46	2.1DHA	C3	5	1	1	0	0	2.0	0.0	0.0	0	0	0	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	45978	True
2280	R1-001	46	3.0A	C3	4	5	0	0	5	0.0	0.0	2529.0	0	0	0	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	6158,7868,8548,23331,23741	True
2280	R1-001	46	3.0A	C3	5	1	0	0	1	0.0	0.0	464.0	0	0	0	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	15865	True
2280	R1-001	47	2.0A	C3	5	3	1	1	1	2.0	16.0	541.0	0	0	0	Valladolid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	12879,45065,45991	True
2280	R1-001	47	3.0A	C3	4	2	0	0	2	0.0	0.0	452.0	0	0	0	Valladolid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	31856,31868	True
2280	R1-001	48	2.0A	C3	5	2	0	1	1	0.0	8.0	762.0	0	0	0	Bizkaia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	855,45439	True
2280	R1-001	48	2.0DHA	C3	5	1	1	0	0	2.0	0.0	0.0	0	0	0	Bizkaia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	46029	True
2280	R1-001	49	2.0A	C3	5	1	0	0	1	0.0	0.0	380.0	0	0	0	Zamora	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	21645	True
2280	R1-001	None	2.0A	C3	5	1	0	0	1	0.0	0.0	617.0	0	0	0	None	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	6817	True
2282	R1-014	17	2.0A	C3	5	11	0	0	11	0.0	0.0	3108.0	0	0	0	Girona	AGRI ENERGIA ELECTRICA	17523,17940,18045,23705,25510,27117,30404,33025,37293,37938,39076	True
2282	R1-014	17	2.0DHA	C3	5	1	0	0	1	0.0	0.0	37.0	0	0	0	Girona	AGRI ENERGIA ELECTRICA	43840	True
2300	R1-231	17	2.0A	C3	5	1	0	0	1	0.0	0.0	338.0	0	0	0	Girona	ELÉCTRICA CUROS, S.L.	24455	True
2300	R1-231	17	3.0A	C3	4	1	0	0	1	0.0	0.0	317.0	0	0	0	Girona	ELÉCTRICA CUROS, S.L.	25555	True
2301	R1-018	08	2.0A	C3	5	1	0	0	1	0.0	0.0	730.0	0	0	0	Barcelona	ESTABANELL Y PAHISA ENERGIA	1903	True
2316	R1-002	13	2.0A	C3	5	4	0	1	3	0.0	8.0	1259.0	0	0	0	Ciudad Real	UNIÓN FENOSA DISTRIBUCIÓN S.A.	6965,7613,43472,45390	True
2316	R1-002	15	2.0A	C3	5	3	1	1	1	2.0	16.0	37.0	0	0	0	A Coruña	UNIÓN FENOSA DISTRIBUCIÓN S.A.	43886,44941,45912	True
2316	R1-002	15	2.0A	C4	5	1	1	0	0	0.0	0.0	0.0	0	0	0	A Coruña	UNIÓN FENOSA DISTRIBUCIÓN S.A.	46352	True
2316	R1-002	19	2.0A	C3	5	1	0	0	1	0.0	0.0	37.0	0	0	0	Guadalajara	UNIÓN FENOSA DISTRIBUCIÓN S.A.	43912	True
2316	R1-002	28	2.0A	C3	5	23	4	6	13	12.0	56.0	5474.0	0	0	0	Madrid	UNIÓN FENOSA DISTRIBUCIÓN S.A.	968,1712,2927,3570,6365,7438,7547,7575,43527,44184,44506,44553,44693,45049,45453,45467,45480,45481,45487,45544,45907,46020,46082	True
2316	R1-002	28	2.0A	C4	5	1	1	0	0	0.0	0.0	0.0	0	0	0	Madrid	UNIÓN FENOSA DISTRIBUCIÓN S.A.	46327	True
2316	R1-002	28	2.0DHA	C3	5	3	1	0	2	2.0	0.0	53.0	0	0	0	Madrid	UNIÓN FENOSA DISTRIBUCIÓN S.A.	44299,44513,45975	True
2316	R1-002	28	2.1A	C3	5	1	0	0	1	0.0	0.0	593.0	0	0	0	Madrid	UNIÓN FENOSA DISTRIBUCIÓN S.A.	8280	True
2316	R1-002	28	3.0A	C3	4	1	0	1	0	0.0	8.0	0.0	0	0	0	Madrid	UNIÓN FENOSA DISTRIBUCIÓN S.A.	45376	True
2326	R1-015	17	2.0A	C3	5	12	0	0	12	0.0	0.0	3518.0	0	0	0	Girona	BASSOLS ENERGÍA, S.A.	14309,24559,24669,26159,27835,28099,28771,30396,30754,30821,30986,31385	True
2326	R1-015	17	2.1A	C3	5	2	0	0	2	0.0	0.0	422.0	0	0	0	Girona	BASSOLS ENERGÍA, S.A.	22623,42845	True
2329	R1-016	08	2.0A	C3	5	1	0	0	1	0.0	0.0	233.0	0	0	0	Barcelona	ELECTRA CALDENSE, S.A.	31514	True
2329	R1-016	08	2.0DHA	C3	5	2	0	0	2	0.0	0.0	962.0	0	0	0	Barcelona	ELECTRA CALDENSE, S.A.	14271,16431	True
2360	R1-107	08	3.0A	C3	4	1	0	0	1	0.0	0.0	604.0	0	0	0	Barcelona	DISTRIBUIDORA DE ENERGIA ELECTRICA DEL BAGES, S.A.	7504	True
2402	R1-062	17	2.0A	C3	5	9	1	0	8	1.0	0.0	5192.0	0	0	0	Girona	SUMINISTRO DE LUZ Y FUERZA, S.L.	568,1448,3765,4151,5500,9125,11984,13383,46147	True
2402	R1-062	17	2.0DHA	C3	5	1	0	0	1	0.0	0.0	481.0	0	0	0	Girona	SUMINISTRO DE LUZ Y FUERZA, S.L.	15302	True
2402	R1-062	17	3.0A	C3	4	1	0	0	1	0.0	0.0	681.0	0	0	0	Girona	SUMINISTRO DE LUZ Y FUERZA, S.L.	3684	True
2406	R1-008	28	2.0A	C3	5	1	0	1	0	0.0	16.0	0.0	0	0	0	Madrid	DISTRIBUCIÓN CANTÁBRICO	44966	True
2406	R1-008	33	2.0A	C3	5	6	2	1	3	4.0	8.0	97.0	0	0	0	Asturias	DISTRIBUCIÓN CANTÁBRICO	43168,44597,44694,45452,45910,46004	True
2437	R1-005	33	2.0A	C3	5	1	1	0	0	2.0	0.0	0.0	0	0	0	Asturias	E.ON DISTRIBUCION S.L.	46022	True
2437	R1-005	39	2.0A	C3	5	2	1	1	0	2.0	16.0	0.0	0	0	0	Cantabria	E.ON DISTRIBUCION S.L.	44994,46101	True
3223	R1-176	17	2.0A	C3	5	1	0	0	1	0.0	0.0	762.0	0	0	0	Girona	ELÉCTRICA DE JAFRE, S.A.	929	True
3245	R1-019	43	2.0A	C3	5	2	0	0	2	0.0	0.0	1529.0	0	0	0	Tarragona	ELECTRICA DEL EBRO, S.A.	431,1734	True
3695	R1-009	16	2.0A	C3	5	3	0	0	3	0.0	0.0	1097.0	0	0	0	Cuenca	ELECTRICA CONQUENSE, S.A.	12864,13229,44732	True
3695	R1-009	16	2.1DHA	C3	5	1	0	0	1	0.0	0.0	593.0	0	0	0	Cuenca	ELECTRICA CONQUENSE, S.A.	8279	True
3695	R1-009	16	3.0A	C3	4	1	0	0	1	0.0	0.0	464.0	0	0	0	Cuenca	ELECTRICA CONQUENSE, S.A.	15831	True
3723	R1-026	50	2.0A	C3	5	1	0	0	1	0.0	0.0	435.0	0	0	0	Zaragoza	DISTRIBUCIÓN EASA	17475	True
3742	R1-003	27	2.0A	C3	5	2	1	0	1	2.0	0.0	800.0	0	0	0	Lugo	DISTRIBUCIÓN BEGASA	110,45915	True
3742	R1-003	27	2.1DHA	C3	5	1	0	0	1	0.0	0.0	471.0	0	0	0	Lugo	DISTRIBUCIÓN BEGASA	15544	True
3831	None	50	2.0A	C3	5	1	0	0	1	0.0	0.0	593.0	0	0	0	Zaragoza	SOLANAR DISTRIBUIDORA ELECTRICA, S.L.	8271	True
4634	R1-099	17	2.0A	C3	5	1	0	0	1	0.0	0.0	282.0	0	0	0	Girona	ELECTRICITAT L' AURORA, S.A.	27905	True
4634	R1-099	17	2.0DHA	C3	5	1	0	0	1	0.0	0.0	352.0	0	0	0	Girona	ELECTRICITAT L' AURORA, S.A.	23750	True
6261	R1-304	25	2.0A	C3	5	1	0	0	1	0.0	0.0	448.0	0	0	0	Lleida	HIDROFLAMICELL, S.L.	16717	True
6298	R1-021	11	2.0A	C3	5	2	0	0	2	0.0	0.0	1341.0	0	0	0	Cádiz	SUMINISTRADORA ELECTRICA DE CADIZ, S.A.	1815,7043	True
7898	R1-017	12	2.0A	C3	5	1	0	0	1	0.0	0.0	499.0	0	0	0	Castelló	ELECTRA DEL MAESTRAZGO, S.A. IB	14486	True
10501	R1-279	25	2.0A	C3	5	3	0	0	3	0.0	0.0	1370.0	0	0	0	Lleida	ELECTRICA DEL MONTSEC, S.L.	13164,13424,25891	True
12849	R1-085	17	2.0A	C3	5	2	0	0	2	0.0	0.0	686.0	0	0	0	Girona	CENTRAL ELÉCTRICA MITJANS, S.L.	24230,24233	True
13288	None	46	2.0A	C3	5	3	0	0	3	0.0	0.0	1600.0	0	0	0	València	FUERZAS ELECTRICAS DE VALENCIA, S.A. (FEVASA)	9313,13982,14345	True
17132	R1-090	09	2.0A	C3	5	1	0	0	1	0.0	0.0	686.0	0	0	0	Burgos	Electra Aduriz, S.A.	3558	True